"Município";"Exercício";"Semestre";"Função de Governo";"Órgão Contratante";"Denominação/Destinação da Obra";"Endereço da Obra";"PPA (previsão)";"LDO (previsão)";"Meta Física Anual/Atendimento da População";"Valor Inicial Previsto";"Valor Total Contratado";"Nome da Empresa Contratada";"Data de Início da Obra";"V. Total dos Termos Aditivos";"Reajuste/Revisão do Contrato em %";"Nível de Execução Física";"Valor Total Pago";"Data Prevista para Conclusão";"Situação da Obra";"Data do Recebimento Definitivo";"Nome do Servidor Responsável";"Observações"
"Bauru";"2015";"1";"Administração";"Secretaria da Educação";"""Construção do Prédio da EMEII """"FNDE - PRÓ-INFANCIA - Quinta Ranieri""";"Bairro Quinta Ranieri";"sim";"sim";"700 alunos/ano";"";" R$               2.032.968,65";"Construtora Jordão & Bergamin Ltda - 7.165/13 - 67.612/12";"15/05/2014";"";"";"28,30%";" R$          541.870,67 ";"15/05/2015";"Em andamento";"";"Eng° Ana Maria de Oliveira Carbonieri";""
"Bauru";"2015";"1";"Administração";"Secretaria de Obras";"Pavimentação asfáltica, guias e sarjetas, rampade acessibilidade e de galeria de águas pluviais ";"Jardim Solange";"sim";"sim";"13.000 hab";"";" R$                  599.000,6";"CGS Construção e Comércio Ltda - 7.306/14 - 20.381/12";"14/04/2014";" R$                      ";"0,00%";"100,00%";" R$          599.000,60 ";"14/10/2014";"Em andamento";"26/06/2015";"Eng° Fernando Machado da Silva e Eng° Waldomiro Fantini Jr";""
"Bauru";"2015";"1";"Administração";"Secretaria de Obras";"Demolição de alambrado e divisa de concreto existente e construção de muro divisório em alvenaria de blocos de concreto e eletrificação, colocação de cerca elétrica";"Alameda Tróia, Parque Santa Edwiges/Pq Jaraguá";"sim";"sim";"                         43 Funcionários";"";" R$                  147.620,2";"S.S.M Construções e Instalações Ltda - EPP - 6.672/12 - 39.514/11";"10/07/2012";" R$                      ";"0,117077879585585";"100,00%";" R$          164.903,26 ";"10/10/2012";"Concluída";"";"Arq° Alexandre Antonio Ferraz de Arruda";"Falta entrega do termo de recebimento"
"Bauru";"2015";"1";"Administração";"Secretaria de Esportes e Lazer";"Construção da pista de atletismo p/ jogos abertos do interior 2012";"Av Valdemar Guimarães Ferreia -  Jd Prudência, Estádio Milagrão";"sim";"sim";"                                   6.000 hab";"";" R$               4.525.387,53";"Recoma Construções, Comércio e Indústria Ltda - 6690/12 - 3.809/12";"";" R$                      ";"0,00%";"100,00%";" R$       4.525.387,53 ";"";"Concluída";"";"Engº Maria Luiza Muller Ferreira";""
"Bauru";"2015";"1";"Administração";"Secretaria da Educação";"Reforma e ampliação do prédio EMEF Dirce Boemer de Azevedo";"";"sim";"sim";"487 alunos/ano";"";" R$               1.106.769,06";"Redondo Gerenciamento de Obras Ltda - 6657/12 - 26.696/09";"";" R$                      ";"0,00%";"0,00%";" R$                         - ";"";"Outros";"";"";"Licitação Cancelada"
"Bauru";"2015";"1";"Administração";"Secretaria de Obras";"Execução da Interligação entre Bairros Jd Florida e Bauru 2000";"Jd Florida e Bauru 2000";"sim";"sim";"22.000 hab";"";" R$               2.548.990,55";"Zopone Engenharia e Comércio Ltda - 6.870/12 - 48.289/09";"   14/12/2012";" R$                      ";"9,79800768582685E-02";"100,00%";" R$       2.642.960,55 ";"14/06/2014";"Concluída";"  ";"Engº Luiz José Santoro Penna e Eng° Elaine de Cássia Orti de Araújo";""
"Bauru";"2015";"1";"Administração";"Secretaria de Esportes e Lazer";"Reforma e Ampliação da Cancha de Malha e Bocha";"R. Saldanha da Gama, quadra 2 Vl Falcão";"sim";"sim";"700 hab";"";" R$                  707.518,4";"Lacon Engenharia Ltda - 6.748/12 - 60.070/11";"";" R$                      ";"0,248035927599176";"100,00%";" R$          782.461,22 ";"";"Concluída";"";"";"Obra de responsabilidade e fiscalização pela Secretaria de Planejamento, não temos muitas informações da mesma."
"Bauru";"2015";"1";"Administração";"Secretaria do Meio Ambiente";"Expansão lateral do aterro sanitário";"Aterro sanitário, Marechal Rondon Km 353";"sim";"sim";"                              364.562 hab";"";" R$               1.288.970,50";"Maccaferi do Brasil Ltda - 6.736/12 - 58.305/11";"15/09/2012";" R$                      ";"0,00%";"100,00%";" R$       1.288.970,50 ";"15/09/2013";"Concluída";"";"Engº Waldomiro Fantini Jr.";""
"Bauru";"2015";"1";"Administração";"Secretaria da Educação";"Reforma e Ampliação EMEI Prof. José Gori";"";"sim";"sim";"500 alunos /ano";"";" R$                  606.853,3";"Chammas Construções Civis Ltda – 5585/08 – 4.721/08";"06/04/2009";" R$                      ";"0,00%";"100,00%";" R$          606.853,32 ";"";"Em andamento";"";"Engº Roberto Raja Gebara";""
"Bauru";"2015";"1";"Administração";"Secretaria da Saúde";"Reforma e  Ampliação UPA Mary Dota ";"Rua Pedro Prata de Oliveira";"sim";"sim";"30.000 hab";"";" R$               1.562.671,38";"Construtora Rio Obras Comércio de Materiais para Construção Ltda - 5880/09 - 10.561/09";"12/04/2010";" R$                      ";"0,175156737048579";"100,00%";" R$       1.836.383,80 ";"";"Concluída";"30/04/2013";"Eng° Fernando Machado da Silva";""
"Bauru";"2015";"1";"Administração";"Secretaria de Obras";"Aquisição de 1000m³ de CBUQ (massa asfáltica)";"Varias ruas e bairros da Cidade";"sim";"sim";"100.000 hab";"";" R$                  491.386,2";"FortPav - Pavimentação e Serviços Ltda - 6.605/11 - 57.183/2011";"";" R$                      ";"0,00%";"0,999976698574696";" R$          491.374,80 ";"";"Em andamento";"";"";"     "
"Bauru";"2015";"1";"Administração";"Secretaria de Obras";"Serviço de engenharia para execução de placa de obra, galerias de águas pluviais, pavimentação asfáltica sobre base de brita graduada, guias e sarjetas extrusadas, rampas de acessibilidade e calçadas, referente aos contratos firmados com a União Federal, ";"Varias ruas e bairros da Cidade";"sim";"sim";"18.000 hab";"";" R$               2.113.111,64";"H. Aidar Pavimentação e Obras Ltda - 6152/10 - 48.223/09";"";" R$                      ";"3,72614624374508E-02";"0,974677081695495";" R$       2.136.345,25 ";"";"Em andamento";"";"Engº Waldomiro Fantini Jr.";""
"Bauru";"2015";"1";"Administração";"Secretaria de Planejamento";"Serviços técnicos de arquitetura e engenharia para elaboração de projetos arquitetônicos, complementares, memorial e planilhas de custos, para reforma e ampliação do prédio da Rede Ferroviária S/A";"Centro, em frente a praça Machado de Mello";"sim";"sim";"                              364.562 hab";"";" R$                  209.600,0";"H. Aidar Pavimentação e Obras Ltda - 6.232/2011 - 38.421/2010";"";" R$                      ";"0,00%";"100,00%";" R$          209.600,00 ";"";"Em andamento";"";"";""
"Bauru";"2015";"1";"Administração";"Secretaria da Saúde";"Projeto de reforma e ampliação do imóvel R: Marçal de A. Campos q. 4 Jd B Vista, p/ implantação de PSF - farmácia regional e  do imóvel R: Pedro Fernandes 12-80 V Ipiranga para implantação de PSF e Farmácia Central.";" R: Marçal de A. Campos q. 4 Jd B Vista";"sim";"sim";"6.000 hab";"";" R$                  112.947,6";"H. Aidar Pavimentação e Obras Ltda - 6.267/2011 - 45.724/2010";"";" R$                      ";"0,00%";"100,00%";" R$          112.947,60 ";"";"Em andamento";"";"";""
"Bauru";"2015";"1";"Administração";"Secretaria de Planejamento";"Serviços técnicos de arquitetura e engenharia para eleboração de projeto para unidade de farmácia regional porte I e II";"";"sim";"sim";"                              364.562 hab";"";" R$                    59.947,";"H. Aidar Pavimentação e Obras Ltda - 6.283/2011 - 45.750/2010";"";" R$                      ";"0,00%";"100,00%";" R$            59.947,72 ";"";"Em andamento";"";"";""
"Bauru";"2015";"1";"Administração";"Secretaria de Planejamento";"Elaboração de projeto, arquitetônico, hidráulico, estrutural, elétrico e combate a incêndios, planilha orçamentária e memorial técnico descritivo.";"";"sim";"sim";"                              364.562 hab";"";" R$                    53.912,";"H. Aidar Pavimentação e Obras Ltda - 6.496/2011 - 48.080/2010";"";" R$                      ";"0,00%";"100,00%";" R$            53.912,26 ";"";"Contratada sem Ordem de Início de Serviços";"";"";""
"Bauru";"2015";"1";"Administração";"Secretaria de Obras";"Contratação de serviço de elaboração de projetos arquitetônicos e executivo, ref. Reforma e ampliação a ser executada no aquário existente no parque Zoológico Municipal.";"";"sim";"sim";"350.000 visitantes/ano";"";" R$                    57.985,";"H. Aidar Pavimentação e Obras Ltda - 6.811/2012 - 12.392/2012";"";" R$                      ";"0,00%";"100,00%";" R$            57.985,50 ";"";"Contratada sem Ordem de Início de Serviços";"";"";""
"Bauru";"2015";"1";"Administração";"Secretaria de Obras";"Referente a pavimentação asfaltica, guias e sargetas na Vila Aviação PCM";"Varias rua da Vl Aviação";"sim";"sim";"2.000 hab";"";" R$               1.100.000,00";"H. Aidar Pavimentação e Obras Ltda - Pregão Eletrônico nº 18/2012 - 45.385/11";"";" R$                      ";"0,00%";"0,293314563636364";" R$          322.646,02 ";"";"Contratada sem Ordem de Início de Serviços";"";"";""
"Bauru";"2015";"1";"Administração";"Secretaria da Educação";"Serviços de engenharia objetivando a restauração de piso dos ginásios.";"Varia Bairros e Escolas da Cidade";"sim";"sim";"12.000 alunos";"";" R$                  107.677,3";"S.S.M Construções e Instalações Ltda - EPP - 6.754/2012 - 16.649/2011";"19/04/2010";" R$                      ";"0,00%";"100,00%";" R$          107.677,30 ";"";"Em andamento";"";"";""
"Bauru";"2015";"1";"Administração";"Secretaria da Educação";"Instalação de divisórias, com fornecimento de material e mão de obra a serem realizados na sede provisória da EMEF Thereza Tarzia";"";"sim";"sim";"800 alunos/ano";"";" R$                      1.920";"Walp Construções e Comércio Ltda - 6.545/2011 - 18.769/2011";"";" R$                      ";"0,00%";"100,00%";" R$              1.920,00 ";"";"Em andamento";"";"";""
"Bauru";"2015";"1";"Administração";"Secretaria da Educação";"""Ampliação do prédio da EMEI """"Pinóquio"""" situada na rua Hermínio Pinto nº 6-31 setor 03 quadra 276 - bairro Higienópolis""";"R: Hermínio Pinto nº 6-31 setor 03 quadra 276 - bairro Higienópolis";"sim";"sim";"600 alunos/ano";"";" R$                  955.353,2";"Walp Construções e Comércio Ltda - 6.744/2012 - 5.507/2012";"";" R$                      ";"0,00%";"100,00%";" R$          955.353,28 ";"";"Em andamento";"";"";""
"Bauru";"2015";"1";"Administração";"Secretaria de Obras";"Construção de 06 bases de fundação e instalação de 06 caixas dagua de 20.000 litros ";"";"sim";"sim";"                              364.562 hab";"";" R$                    38.966,";"Walp Construções e Comércio Ltda - 6558/11 - 32.151/10";"";" R$                      ";"0,00%";"0,00%";" R$                         - ";"";"";"";"";""
"Bauru";"2015";"1";"Administração";"Secretaria de Cultura - Bem Estar Social - Obras";"Implantação do Complexo da Praça dos Esportes e Cultura com a construção de 3 Prédios, equipamentos e espaços urbanizados da PEC - Praça dos Esportes e da Cultura";"";"sim";"sim";"                              364.562 hab";"";" R$               2.002.080,27";"Construtora Rio Obras Comércio de Materiais para Construção Ltda - 6.962/13 - 27.493/12";"08/04/2013";" R$                      ";"0,00%";"100,00%";" R$       1.830.543,84 ";"                    ";"Concluída";"";"Arq° Alexandre Antonio Ferraz de Arruda";"13/10/2014 - Termo rec. Provisório"
"Bauru";"2015";"1";"Administração";"Secretaria da Educação";"""Construção do Prédio da EMEII """"FNDE - PRÓ-INFANCIA - Pousada da Esperança II""""""";"R. Pedro Barreiro de Figueiredo, qt 04, lado impar, Pousada da Esperança II";"sim";"sim";"                           160 alunos/ano";"";" R$               2.154.000,00";"Gomes & Benez Engenharia Ltda - 7.101/13 - 67.610/2012";"12/12/2013";" R$                      ";"0,00%";"75,18%";" R$       1.567.631,98 ";"                    ";"Em andamento";"";"Eng° Ana Maria de Oliveira Carbonieri";""
"Bauru";"2015";"1";"Administração";"Secretaria de Obras";"Serviço de Pavimentação Asfáltica e de guias e sarjetas - 71,5 quadras";"Várias Ruas de Bauru";"sim";"sim";"100.000 hab";"";" R$               2.294.435,00";"Fortpav - Pavimentação e Serviços Ltda. Pregão nº 191/2012 - 32.035/12 - Contrato 6942/2013";"20/04/2013";" R$                      ";"25,00%";"100,00%";" R$       2.837.949,48 ";"";"Concluída";"";"Eng° Fernando Machado da Silva";"10/03/2015 - Termo rec. Provisório"
"Bauru";"2015";"1";"Administração";"Secretaria de Obras";"Serviços de engenharia para execução de guias sarjetas extrusadas e pavimentação asfáltica sobre brita graduada, caixas de boca de lobo e dissipador, rampa de acessibilidade.";"Vila Santista, Jardim Jandira e Vila São Francisco";"sim";"sim";"45.000 hab";"";" R$               1.588.296,21";"H. Aidar Pavimentação e Obras Ltda - 7.307/14 - 32.594/12";"14/04/2014";" R$                      ";"0,191787500393267";"87,80%";" R$       1.662.874,54 ";"14/10/2014";"Em andamento";"";"Eng° Fernando Machado da Silva";""
"Bauru";"2015";"1";"Administração";"Secretaria de Obras";"Serviços de engenharia para execução de guias sarjetas extrusadas e pavimentação asfáltica sobre brita graduada, caixas de boca de lobo e dissipador, rampa de acessibilidade.";"Bairro do Tangaras";"sim";"sim";"16.00 hab";"";" R$                  387.849,1";"H. Aidar Pavimentação e Obras Ltda - 7.309/14 - 31.139/12";"                    ";" R$                      ";"0,00%";"100,00%";" R$          356.979,36 ";"22/11/2014";"Concluída";"24/06/2015";"Eng° Fernando Machado da Silva";""
"Bauru";"2015";"1";"Administração";"Secretaria de Obras";"Serviços de engenharia para execução de guias sarjetas extrusadas e pavimentação asfáltica sobre brita graduada, caixas de boca de lobo e dissipador, rampa de acessibilidade.";"Parque Santa Edwiges";"sim";"sim";"19.000 hab";"";" R$               1.108.876,55";"H. Aidar Pavimentação e Obras Ltda - 7.308/14 - 61.077/12";"16/05/2014";" R$                      ";"0,00%";"100,00%";" R$          657.670,26 ";"16/11/2014";"Concluída";"";"Eng° Fernando Machado da Silva";"19/11/14 - Termo rec.provisório"
"Bauru";"2015";"1";"Administração";"Secretaria de Obras";"Serviços de engenharia para execução de guias sarjetas extrusadas e pavimentação asfáltica sobre brita graduada, caixas de boca de lobo e dissipador, rampa de acessibilidade.";"Jardim Eldorado";"sim";"sim";"14.000 hab";"";" R$                  368.684,8";"H. Aidar Pavimentação e Obras Ltda - 7.305/14 - 26.600/12";"14/04/2014";" R$                      ";"0,00%";"100,00%";" R$          341.091,82 ";"14/10/2014";"Concluída";"30/06/2015";"Eng° Fernando Machado da Silva";""
"Bauru";"2015";"1";"Administração";"Secretaria de Obras";"Pavimentação asfáltica, guias e sarjetas, rampade acessibilidade e de galeria de águas pluviais ";"Jardim TV e Vila Garcia";"sim";"sim";"25.000 hab";"";" R$               1.121.677,99";"H. Aidar Pavimentação e Obras Ltda - 7.098/13 - 42.784/12";"19/12/2013";" R$                      ";"0,00%";"100,00%";" R$          881.311,73 ";"19/06/2014";"Concluída";"";"Eng° Fernando Machado da Silva";"02/10/14 - Termo rec. Provisório"
"Bauru";"2015";"1";"Administração";"Secretaria de Obras";"Ensaio para verificação de capacidade de trafego do viaduto de interligação da Vila Falcão c/ jd Bela Vista";"";"sim";"sim";"364.500 hab";"";" R$                  109.500,0";"IEME Brasil Engenharia Consultiva Ltda - 45.746/14 - 7.682/15";"17/06/2015";"";"";"0,00%";" R$                         - ";"";"Em andamento";"";"Eng° Almir Oliva Ferreira Garcia";""
"Bauru";"2015";"1";"Administração";"Gabinete";"Reestruturação e reconstrução do muro de divisa e assento em alvenaria do 12º grupamento de bombeiro";"Rua Marcondes Salgado nº2-32";"sim";"sim";"15.000 hab";"";" R$                    62.898,";"Plaw Construções e Locações de equipamentos Ltda - 34.58414 - 7.673/15";"";"";"";"0,00%";" R$                         - ";"";"Contratada sem Ordem de Início de Serviços";"";"";""
"Bauru";"2015";"1";"Administração";"Secretaria de Obras";"Prestação de Serviços técnicos especializados c/entrega de laudo tecnico conclusivo questões relativas a iluminação pública";"";"sim";"sim";"362.000 hab";"";" R$                    68.000,";"Kirchner Consultoria em Energia Ltda - 61.848/13 - 7.625/15.";"28/03/2015";"";"";"98,95%";" R$            56.800,00 ";"15/10/2015";"Em andamento";"";"EngºJosé Rodrigo de Oliveira";""
"Bauru";"2015";"1";"Administração";"Secretaria de Obras";"Construção da Pista de Skate";"Rua Araújo Leite, qt° 37, lado par, esquina com a Rua Dr. Alípio dos Santos e Rua Abrahão Rahal, Vila Aeroporto";"sim";"sim";"362.000hab";"";" R$                  692.939,3";"Walp Construções e Comércio Ltda - 36.151/12 - 7.374/14";"23/02/2015";"";"";"23,25%";" R$            53.636,52 ";"";"Em andamento";"";"Engº Luiz José Santoro Penna e Eng° Elaine de Cássia Orti de Araújo";""
"Bauru";"2015";"1";"Administração";"Secretaria do Meio Ambiente";"Construção  de um poço tubular profundo c/ 90 metros  de profundidade no jardim botanico Municipal";"Rodovia João Ribeiro de Barros Km 232";"sim";"sim";"                 74.171 visitantes/ano";"";"R$ 95.573,11 ";"Mandaguai Poço Artesianos Ltda - EPP - 30.827/14 - 7.668/15";"15/07/2015";"";"";"0,00%";" R$                         - ";"";"Em andamento";"";"Engº Jorge Okama";""
"Bauru";"2015";"1";"Saneamento";"Departamento de Água e Esgoto de Bauru";"Perfuração Poço Zona Norte";"localizado nas proximidades das coordenadas UTM 7.536,36 KmN e 699,91 KmE, MC 51o – Residencial Nova Bauru, denominado “Zona Norte”";"sim";"sim";"14.500 habitantes";"R$ 1.967.314,00 ";" R$                1.961.412,0";"Uniper Hidrogeologia e Perfurações EIRELI.";"06/01/2014";" R$                      ";"não";"100,00%";" R$       1.861.853,35 ";"20/08/2014";"Concluída";"20/08/2014";"José Brazoloto";"Obra concluída."
"Bauru";"2015";"1";"Saneamento";"Departamento de Água e Esgoto de Bauru";"Construção de tubulações interceptoras de esgotos no Rio Bauru Trecho – 2 e Córrego Água Comprida";"Rio Bauru Trecho – 2 e Córrego Água Comprida, nas margens direita e esquerda de ambos";"sim";"sim";"Aproximadamente 40% da População da Cidade";"R$ 18.089.077,36 ";" R$             16.758.474,00 ";"Stemag Engenharia e Construções Ltda.";"07/08/2014";" não ";"não";"12,00%";" R$       2.082.786,94 ";"                    ";"Em andamento";"";"Nucimar Dolores Borro Paes";""
"Bauru";"2015";"1";"Administração";"Secretaria de Obras";"Ete - Estação de tratamento de Esgoto ";"Rua Osma Polido S/N Distrito Industrial 1";"sim";"sim";"                                362.000 hab";"";" R$           129.229.676,07 ";"Com Engenharia e Comércio Ltda - 66.915/13 - 7.621/15";"22/04/2015";" R$                      ";"";"0,78%";" R$                         - ";"";"Em andamento";"";"Engº Elinton Eduardo Lopes da Silva";""
